Level  25  12   0    1   0.000000
Level  25  13   0    1   0.000000
Level  25  14   0    1   0.000000
Level  25  15   0    1   0.000000
Level  25  16   0    1   0.000000
Level  25  17   0    1   0.000000
Level  25  18   0    1   0.000000
Level  25  19   0    1   0.000000
Level  25  20   0    1   0.000000
Level  25  21   0    1   0.000000
Level  25  22   0    1   0.000000
Level  25  23   0    1   0.000000
Level  25  24   0    1   0.000000
Level  25  25   0    1   0.000000
Level  27  1   0    1   0.000000
Level  27  2   0    1   0.000000
Level  27  3   0    1   0.000000
Level  27  4   0    1   0.000000
Level  27  5   0    1   0.000000
Level  27  6   0    1   0.000000
Level  27  7   0    1   0.000000
Level  27  8   0    1   0.000000
Level  27  9   0    1   0.000000
Level  27  10   0    1   0.000000
Level  27  11   0    1   0.000000
Level  27  12   0    1   0.000000
Level  27  13   0    1   0.000000
Level  27  14   0    1   0.000000
Level  27  15   0    1   0.000000
Level  27  16   0    1   0.000000
Level  27  17   0    1   0.000000
Level  27  18   0    1   0.000000
Level  27  19   0    1   0.000000
Level  27  20   0    1   0.000000
Level  27  21   0    1   0.000000
Level  27  22   0    1   0.000000
Level  27  23   0    1   0.000000
Level  27  24   0    1   0.000000
Level  27  25   0    1   0.000000
Level  27  26   0    1   0.000000
Level  27  27   0    1   0.000000
Level  28  1   0    1   0.000000
Level  28  2   0    1   0.000000
Level  28  3   0    1   0.000000
Level  28  4   0    1   0.000000
Level  28  5   0    1   0.000000
Level  28  6   0    1   0.000000
Level  28  7   0    1   0.000000
Level  28  8   0    1   0.000000
Level  28  9   0    1   0.000000
Level  28  10   0    1   0.000000
Level  28  11   0    1   0.000000
Level  28  12   0    1   0.000000
Level  28  13   0    1   0.000000
Level  28  14   0    1   0.000000
Level  28  15   0    1   0.000000
Level  28  16   0    1   0.000000
Level  28  17   0    1   0.000000
Level  28  18   0    1   0.000000
Level  28  19   0    1   0.000000
Level  28  20   0    1   0.000000
Level  28  21   0    1   0.000000
Level  28  22   0    1   0.000000
Level  28  23   0    1   0.000000
Level  28  24   0    1   0.000000
Level  28  25   0    1   0.000000
Level  28  26   0    1   0.000000
Level  28  27   0    1   0.000000
Level  28  28   0    1   0.000000


