#Added all lines in G&S longward of 82 A
#Collisional excitation crossections using the formalism of Gaetz and Salpeter
#      ele	z istate energy(eV)  wave(A)	alpha	beta log(tm)	
Xcol	Si	14	11	40.84	303.6	1.12	0.028	6.25
Xcol	He	2	2	40.80	303.8	0.290	0.206	4.70
Xcol	He	2	2	40.80	303.8	0.106	-0.302	4.70
Xcol	0	8	3	40.58	305.7	0.416	0.204	4.95
Xcol	Mg	12	8	39.68	314.6	1.49	0.089	5.90
Xcol	Fe	26	13	39.30	316.0	0.773	0.017	6.30
Xcol	Si	14	8	39.03	317.7	1.26	0.083	5.95
Xcol	Fe	26	16	36.10	343.5	2.36	0.152	6.65
Xcol	Fe	26	14	37.27	347.2	1.32	0.011	6.45
Xcol	Si	14	9	36.24	347.4	0.606	0.073	6.10
Xcol	Fe	26	10	35.86	352.1	0.850	0.045	6.10
Xcol	Mg	12	8	35.22	353.2	0.761	0.127	5.45
Xcol	Fe	26	11	35.77	353.8	1.70	0.027	6.15
Xcol	Fe	26	12	34.70	357.3	2.46	0.030	6.20
Xcol	Ne	10	5	34.64	358.9	0.378	0.233	5.45
Xcol	Fe	26	13	35.79	363.3	1.36	0.013	6.30
Xcol	Mg	12	7	34.08	366.4	0.432	0.217	5.80
Xcol	Mg	12	8	33.69	368.1	1.61	0.111	6.00
Xcol	Ne	10	6	30.98	401.7	2.30	0.178	5.60
Xcol	Mg	12	6	30.86	401.8	1.76	0.185	5.60
Xcol	Mg	12	7	28.88	433.0	0.646	0.196	5.80
Xcol	Mg	12	8	28.80	434.6	0.924	0.096	5.90
Xcol	Ne	10	7	26.65	465.2	2.11	0.068	5.70
Xcol	Ne	10	5	25.81	482.2	0.717	0.184	5.45
Xcol	Si	14	12	24.49	506.2	1.03	0.136	6.30
Xcol	O	8	3	24.44	507.9	0.565	0.163	4.95
Xcol	O	8	4	22.40	555.4	1.38	0.148	5.20
Xcol	Ne	10	6	22.19	561.4	0.464	0.113	5.60
Xcol	Ne	10	5	21.81	571.0	0.893	0.164	5.45
Xcol	O	8	4	20.38	609.4	0.395	0.123	5.20
Xcol	Mg	12	10	20.17	614.8	1.33	0.126	6.06
Xcol	O	8	5	19.69	629.7	3.08	0.067	5.40
Xcol	N	7	3	18.10	685.7	1.34	0.195	4.90
Xcol	O	8	3	17.65	703.4	0.932	0.128	4.95
Xcol	S	16	4	16.62	749.6	3.50	0.171	5.10
Xcol	N	7	4	16.20	765.2	4.03	0.157	5.20
Xcol	Ne	10	8	16.03	773.7	1.93	0.117	5.80
Xcol	S	16	5	15.76	786.5	8.63	0.135	5.20
Xcol	O	8	4	15.74	789.4	1.05	0.098	5.20
Xcol	O	8	2	14.87	833.8	0.583	0.289	4.45
Xcol	O	8	3	14.88	834.5	1.16	0.108	4.95
Xcol	C	6	2	14.45	858.4	0.423	-0.124	4.35
Xcol	C	6	2	13.72	904.1	0.919	0.269	4.35
Xcol	N	7	2	13.54	916.4	1.27	0.072	4.45
Xcol	S	16	6	13.23	944.52  2.57 0.156	5.30
Xcol	S	16	6	13.23	933.37  5.13 0.156	5.30
Xcol	H	1	1	13.22	937.8	4.63e-2  0.030	4.10
Xcol	H	1	1	13.06	949.7	8.48e-2	 0.031	4.10
Xcol	H	1	1	12.75	972.5	1.84e-1	 0.033	4.10
Xcol	C	6	3	12.69	977.02	4.61	 0.095	4.85
Xcol	N	7	3	12.53	991.0	9.30e-1	 0.061	4.90
Xcol	Si	14	2	12.53	991.7	5.84e-1	 0.159	4.25
Xcol	Ne	10	6	12.52	999.2	5.35e-2	-0.106	5.60
Xcol	H	1	1	12.09	1025.7	5.50e-1	 0.037	4.10
Xcol	O	8	6	11.99	1037.61 0.99	 0.103	5.45
Xcol	O	8	6	11.99	1031.93 1.99	 0.103	5.45
Xcol	C	6	2	11.96	1036.8	3.50e-1	 0.230	4.35
Xcol	S	16	4	11.67	1069.6	9.37e-1	 0.028	5.10
Xcol	N	7	2	11.44	1085.1	1.39e00	 0.062	4.45
Xcol	Si	14	2	10.41	1194.1	4.69e-1	 0.888	4.25
Xcol	S	16	3	10.42	1197.5	2.97e-1	 0.113	4.80
Xcol	Si	14	3	10.28	1206.5	1.13e01	 0.193	4.90
#G&S treat the Ly alpha in two parts
Xcol	H	1	1	10.20	1215.7	3.73e-1	 0.560	4.10
Xcol	H	1	1	10.20	1215.7	1.98e-1	 0.292	4.10
Xcol	O	8	5	10.18	1218.3	3.48e-1	-0.325	5.40
Xcol	N	7	5	9.998	1242.8	1.33	 0.103	5.30
Xcol	N	7	5	9.998	1238.8	2.65	 0.103	5.30
Xcol	Si	14	2	9.838	1263.3	1.73e00	 0.439	4.25
Xcol	Si	14	2	9.505	1307.6	2.64e-1	 0.205	4.25
Xcol	C	6	2	9.290	1335.71 0.53   	 0.148	4.35
Xcol	C	6	2	9.290	1335.66 0.059  	 0.148	4.35
Xcol	C	6	2	9.290	1334.53 0.57   	 0.148	4.35
# Xcol	O	8	5	28.73	1371.3	1.07e-1	-0.048	5.40
# Xcol	S	16	4	8.977	1393.4	5.78e-1	-0.466	5.10
Xcol	Si	14	4	8.877	1402.77 3.36  	 0.135	5.10
Xcol	Si	14	4	8.877	1393.76 6.74  	 0.135	5.10
Xcol	O	8	4	8.882	1400.9	1.63e-1	-0.169	5.20
Xcol	N	7	4	8.341	1486.5	5.24e-1	-0.290	5.20
Xcol	Si	14	2	8.121	1531.2	4.52e-1	 0.248	4.25
Xcol	C	6	4	8.004	1550.77 1.71	 0.108	5.00
Xcol	C	6	4	8.004	1548.19 3.42	 0.108	5.00
Xcol	O	8	3	7.479	1663.4	1.10e-1 -0.205	4.95
Xcol	N	7	3	7.102	1749.4	2.71e-1	-0.130	4.90
Xcol	Si	14	2	6.859	1814.0	1.00e-1	 0.133	4.25
Xcol	Si	14	3	6.553	1892.0	2.47e00	-0.494	4.90
Xcol	C	6	3	6.496	1908.7	8.81e-1	-0.162	4.85
Xcol    N   7   2   5.801   2141.5  4.24e-1 -0.365  4.45
Xcol    C   6   3  18.090   2297.6  3.81e-1 -0.039  4.85
Xcol    C   6   2   5.336   2325.9  5.14e-1 -0.055  4.35
Xcol    Si  14  2   5.332   2335.9  2.10    -0.302  4.25
